Domain Name,Domain Level,Domain Description,Category Name,Category Level,Category Description,Tool Name,Date Added,Description,Icon URL,Website URL,OSS,Popular,Verified,Tags,Keywords,Social URLs
"Code",2,"Code related","Editor",5,"General Code generation tools","JetBrains AI Assistant","12/03/2025","AI coding assistant integrated across all JetBrains IDEs.","https://www.jetbrains.com/favicon.ico","https://www.jetbrains.com/ai/",false,true,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Jolt","25/04/2025","AI for 100K+ Line Codebases","https://cdn.prod.website-files.com/66ba32b7fcaf0541faaddc26/66e7a27fcba03f6f28c26817_favicon.png","https://www.usejolt.ai/",false,false,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Marblism","24/03/2025","Welcome to Marblism - the platform to generate, edit and host your fullstack application in minutes ✨  Drop any idea into it and you get a fully functional back-end and front-end as an output.  Perfect for CTOs, indie hackers, freelancers, agencies, or developer with a project – with Marblism, you can bring it to life in 15 minutes.","https://dev.marblism.com/img/logofull.png","https://dev.marblism.com/",false,false,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","MarsX","12/03/2025","Mars is a devtool that lets you start building using No-Code and zero coding skills as long as you stay within the scope of existing micro apps. For example, you can 100% No-Code an Uber-like marketplace.","https://media.licdn.com/dms/image/v2/C4D0BAQF_UGDuGCBKCw/company-logo_200_200/company-logo_200_200/0/1651733476834/marsx_logo?e=1748476800&v=beta&t=0XlTGIE7k0plPxwKQ6aXQ1iAkz11tfm9tyQrPPDq1Po","https://marsx.dev/",false,false,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Nuanced","06/04/2025","Combines static analysis with AI to give coding tools deeper understanding of code behavior. Provides a semantic understanding layer for AI coding tools to help them make better decisions by providing deeper context.","https://mintlify.s3.us-west-1.amazonaws.com/nuanced/logo/nuanced-dark.svg","https://www.nuanced.dev/",false,false,false,"Beta;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Pear AI","12/03/2025","The Curated AI Code Editor. Supercharge your development with an up-to-date, curated inventory of the best AI tools, natively integrated for effortless AI-powered coding. Always open source.","https://trypear.ai/favicon.ico","https://trypear.ai/",false,false,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Plandex","02/04/2025","An AI coding agent designed for large tasks and real world projects.","https://avatars.githubusercontent.com/u/148917357?s=48&v=4","https://github.com/plandex-ai/plandex",true,false,false,"OSS;GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Pythagora","24/03/2025","Build. Debug. Deploy. All in one tool Prompt, run, edit and deploy full-stack web apps.","https://cdn.prod.website-files.com/65d1e4e18eca49b7cb4a278e/66fb464d746bfa6514b8b927_frame_10%20(1).png","https://www.pythagora.ai",false,false,false,"Beta;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Qodo Gen","12/03/2025","Agentic AI for Writing, Testing, and Reviewing Code Modern software development needs efficient, high-quality, and well-tested code. Qodo’s code integrity platform integrates AI into development workflows to help teams write, test, and review code faster and more reliably.  Qodo Gen: Agentic Coding in the IDE Qodo Gen is an IDE plugin that helps generate code and tests based on context and intent. It assists with complex tasks, automates repetitive work, and supports top IDEs like VSCode and JetBrains. It works with leading models such as OpenAI o3 and DeepSeek-R1.","https://pbs.twimg.com/profile_images/1891442891190304768/MINu6Uxr_400x400.png","https://www.qodo.ai/products/qodo-gen/",false,false,true,"Verified;GA;Editor;Code","Agentic AI;AI code reviews;code testing","https://x.com/QodoAI/highlights;https://www.linkedin.com/company/qodoai/posts/?feedView=all"
"Code",2,"Code related","Editor",5,"General Code generation tools","Refact","30/03/2025","Open-source Autonomous AI Agent that handles engineering tasks end-to-end. It deeply understands your codebase and integrates with your tools, databases, and browsers to automate complex, multi-step tasks.","https://refact.ai/favicon.png","https://refact.ai/",true,false,false,"OSS;GA;Editor;Code","","https://www.linkedin.com/company/86284492/;https://x.com/refact_ai/"
"Code",2,"Code related","Editor",5,"General Code generation tools","Replit","12/03/2025","Replit turns your ideas into apps, fast. With Replit, anyone—technical or non-technical—can build and deploy fully-functional, full-stack apps directly from their browser, without any installation, setup, or configuration.   Replit's Agent and Assistant enable you to create entire applications from natural language, turning bullet points into working apps in minutes. Its built-in tools, including databases and deployment features, allow you to launch with a single click.   Replit bridges the gap between non-technical and technical users, driving collaboration on everything from product roadmaps and prototypes to custom APIs and internal tools. Apps are the new websites, and Replit empowers everyone to not just consume software but to create it, transforming app development into an accessible, instant, and impactful process.   Go from """"why doesn’t this app exist?"""" to building it for yourself.","https://cdn.replit.com/dotcom/favicon-196.png","https://replit.com/",false,true,true,"Verified;GA;Editor;Code","Vibe Coding;Agent;Development;Apps","https://x.com/@replit;https://youtube.com/@replit;https://www.linkedin.com/company/repl-it"
"Code",2,"Code related","Editor",5,"General Code generation tools","Roo-Code","17/04/2025","Roo Code is an AI-powered autonomous coding agent that lives in your editor. It can: - Communicate in natural language - Read and write files directly in your workspace - Run terminal commands - Automate browser actions - Integrate with any OpenAI-compatible or custom API/model - Adapt its “personality” and capabilities through Custom Modes ","https://avatars.githubusercontent.com/u/82245679","https://github.com/RooVetGit/Roo-Code",true,false,false,"OSS;GA;Editor;Code","","https://x.com/roo_code"
"Code",2,"Code related","Editor",5,"General Code generation tools","Runner H","24/03/2025","Our flagship agent, Runner H, will be available in private beta on our platform. It allows, through simple natural language commands, automatic design of web automation pipelines, eliminating multi-step, tedious, manual work and revolutionizing how developers and teams approach the likes of web testing and process automation.","https://storage.googleapis.com/aiagents_1/agent-logos/1732327966084-hcompanyailogo.jpeg","https://www.hcompany.ai/",false,false,false,"Beta;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Source AI","12/03/2025","A textarea that converts natural language to code. Trained GPT-3 on high quality code in 40+ programming languages.","https://sourceai.dev/img/logo/logo-xs.png","https://sourceai.dev/",false,false,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Sourcegraph","12/03/2025","\","https://cdn.prod.website-files.com/673f71b4ebbb99190437de75/679a3e4d8b05843d7a83fb51_favicon.png","https://sourcegraph.com/",false,false,true,"Verified;GA;Editor;Code","","https://x.com/sourcegraph;https://www.youtube.com/c/sourcegraph;https://www.linkedin.com/company/sourcegraph/"
"Code",2,"Code related","Editor",5,"General Code generation tools","Supermaven","25/04/2025","The fastest copilot. Supermaven lets you write code 2x faster with AI.","https://supermaven.com/apple-touch-icon.png","https://supermaven.com/",false,false,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Sweep","12/03/2025","Self-hosted coding assistant for JetBrains IDEs. Accelerate your JetBrains developers with the latest in AI coding intelligence. No data ever leaves your VPC.","https://sweep.dev/favicon.ico","https://sweep.dev/",false,false,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Tabby","29/03/2025","Secure, flexible, and transparent AI coding.","https://cdn.prod.website-files.com/66bb2bdd604a7640628938dd/66d5c6ad1aa3c2cf56d77658_tabby_favicon.png","https://tabbyml.com",true,false,false,"OSS;GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Tabnine","12/03/2025","Tabnine is the world’s most contextually aware AI software development platform, helping mature engineering teams speed up and simplify their entire development process.","https://www.tabnine.com/favicon.ico","https://www.tabnine.com/",false,true,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Theia","17/04/2025","Theia AI, an open framework that empowers tool vendors to seamlessly integrate cutting-edge AI capabilities into their custom tools and IDEs","https://avatars.githubusercontent.com/u/28530323","https://theia-ide.org/theia-ai/",false,false,false,"Beta;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Tooljet","29/03/2025","AI-Powered Apps - Built by AI. Transform your development workflow using natural language. Build enterprise applications by simply describing what you need.","https://cdn.prod.website-files.com/6266634263b9179f76b2236e/67af1907fa22675f7c9a19f8_tj_logo_symbol_only_contained_profile.png","https://www.tooljet.ai/",false,false,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Trae","12/03/2025","Ship Faster with Trae. Trae is an adaptive AI IDE that transforms how you work, collaborating with you to run faster.","https://lf-cdn.trae.ai/obj/trae-ai-us/trae_website_prod/static/image/favicon.ico","https://trae.ai/",false,false,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Void Editor","02/04/2025","Void is an open source Cursor alternative. Write code with the best AI tools, use any model, and retain full control over your data.","https://voideditor.com/icon.png?fe8088bdbfb5a2cf","https://voideditor.com/",true,false,false,"OSS;GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Windsurf","12/03/2025","Built to keep you in flow state. The first agentic IDE, and then some. The Windsurf Editor is where the work of developers and AI truly flow together, allowing for a coding experience that feels like literal magic.","https://codeium.com/favicon.ico","https://codeium.com/windsurf/",false,true,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Wrapifai","12/03/2025","Make your own AI tools without any coding. Share them or embed into your website to get more traffic and turn visitors into customers.","https://unicorn-images.b-cdn.net/aa0979b4-99f7-4315-84f4-0fed3417a531?optimizer=gif&width=108&height=30","https://wrapifai.com/",false,false,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Zed","26/03/2025","A next-generation code editor designed for high-performance collaboration with humans and AI.","https://zed.dev/favicon_black_64.png","https://zed.dev",false,false,false,"GA;Editor;Code","",""
"Code",2,"Code related","Frontend & Mobile",6,"Specialized in Frontend and Mobile code generation","A0","12/03/2025","Mobile Apps in minutes. Quickly prototype a React Native screen.","https://a0.dev/favicon.ico","https://a0.dev/",false,false,false,"GA;Frontend & Mobile;Code","",""
"Code",2,"Code related","Frontend & Mobile",6,"Specialized in Frontend and Mobile code generation","Alex","24/03/2025","The Most Powerful AI For Xcode.","https://alexcodes.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Flogo.3e81a6a2.png&w=48&q=75","https://alexcodes.app",false,false,false,"GA;Frontend & Mobile;Code","",""
"Code",2,"Code related","Frontend & Mobile",6,"Specialized in Frontend and Mobile code generation","Rork","29/03/2025","Build any mobile app, fast. Rork builds complete, cross-platform mobile apps using AI and React Native. ","https://rork.app/favicon.ico","https://rork.app/",false,false,false,"GA;Frontend & Mobile;Code","",""
"Code",2,"Code related","Frontend & Mobile",6,"Specialized in Frontend and Mobile code generation","Tempo","12/03/2025","Build React apps 10x Faster with AI.","https://tempolabs.ai/favicon.ico","https://tempolabs.ai/",false,false,false,"GA;Frontend & Mobile;Code","",""
"Code",2,"Code related","Migration",7,"Migration tools for large and legacy code bases","Bloop","24/03/2025","AI Powered Legacy Code Conversion That Produces Readable Java. Broadening the modernisation paths available and helping to solve legacy code for the long term.","https://www.eu-startups.com/wp-content/uploads/2021/12/Bloop.jpg","https://bloop.ai/",false,false,false,"GA;Migration;Code","",""
"Code",2,"Code related","Migration",7,"Migration tools for large and legacy code bases","Cast Software","12/03/2025","Making AI understand massive custom software systems CAST technology can analyze 40 KLOC per minute, mapping the explicit and implicit interactions between all elements, across all layers, into deterministic metadata of the entire application.","https://learn.castsoftware.com/hubfs/favicon-96x96.png","https://learn.castsoftware.com/ai-assisted-code-transformation",false,false,false,"GA;Migration;Code","",""
"Code",2,"Code related","Migration",7,"Migration tools for large and legacy code bases","GPT Migrate","12/03/2025","Easily migrate your codebase from one framework or language to another. ","","https://github.com/joshpxyne/gpt-migrate",true,false,false,"OSS;GA;Migration;Code","",""
"Code",2,"Code related","Migration",7,"Migration tools for large and legacy code bases","Mechanical Orchard","24/03/2025","Legacy modernization technology company that applies AI-enhanced tools and disciplined methods to continuously modernize, operate, and innovate on critical business applications, especially those on mainframes.","https://cdn.prod.website-files.com/6582d7e2f6a63e5e80e6d1b8/65ccf821ffc51234af225ec3_favicon-MO.ico","https://www.mechanical-orchard.com/",false,false,false,"GA;Migration;Code","Mainframe;Migration",""
"Code",2,"Code related","Migration",7,"Migration tools for large and legacy code bases","Open Rewrite","12/03/2025","OpenRewrite is an open-source automated refactoring ecosystem for source code, enabling developers to effectively eliminate technical debt within their repositories.  It consists of an auto-refactoring engine that runs prepackaged, open-source refactoring recipes for common framework migrations, security fixes, and stylistic consistency tasks – reducing your coding effort from hours or days to minutes.  OpenRewrite works by making changes to Lossless Semantic Trees (LSTs) that represent your source code and printing the modified trees back into source code. You can then review the changes in your code and commit the results. Modifications to the LST are performed in Visitors and visitors are aggregated into Recipes. OpenRewrite recipes make minimally invasive changes to your source code that honor the original formatting.","https://docs.openrewrite.org/img/favicon.svg","https://docs.openrewrite.org/",true,false,true,"Verified;OSS;GA;Migration;Code","Refactoring;Application Modernization;Security Vulnerability Remediation",""
"Code",2,"Code related","Migration",7,"Migration tools for large and legacy code bases","Tern","24/03/2025","Tern automates code migrations, cutting the effort required by 90%. By combining deep search, AI-driven transformations, and small, reviewable PRs, Tern finds every line of code to change, automates the fix, and guides you to ship incrementally with minimal disruption. ","https://tern.sh/tern-logo-filled.png","https://tern.sh",false,false,false,"GA;Migration;Code","",""
"Code",2,"Code related","Prompting",8,"Collections of prompts and generating prompts","Brain Grid","12/03/2025","Build Features 100x Faster with Cursor. BrainGrid supercharges Cursor refining requirements and detailing the implementation plan so it builds what you need.","https://www.braingrid.ai/logos/braingrid-dark.svg","https://www.braingrid.ai/",false,false,false,"GA;Prompting;Code","",""
"Code",2,"Code related","Prompting",8,"Collections of prompts and generating prompts","Copycoder","12/03/2025","Built for the next generation of AI coders. Upload images of full applications, UI mockups, or custom designs and use our generated prompts to build your apps faster.","https://copycoder.ai/favicon.ico","https://copycoder.ai/",false,false,false,"GA;Prompting;Code","",""
"Code",2,"Code related","Prompting",8,"Collections of prompts and generating prompts","Cursor Directory","12/03/2025","The home for Cursor enthusiasts where you can explore and generate rules, browse MCPs, post and follow the latest news on the board, learn, connect, and discover jobs all in one place.","https://www.cursor.com/favicon.ico","https://cursor.directory/",false,false,false,"GA;Prompting;Code","",""
"Code",2,"Code related","Prompting",8,"Collections of prompts and generating prompts","Cursor Rules","12/03/2025","Cursor Rules to customize AI behavior, streamline the development and tailor code generation, suggestions and queries to your framework and language.","https://dotcursorrules.com/favicon.ico","https://dotcursorrules.com/",false,false,false,"GA;Prompting;Code","",""
"Code",2,"Code related","Prompting",8,"Collections of prompts and generating prompts","Cursor Tools","12/03/2025","Give Cursor Agent an AI team and advanced skills.","https://www.cursor.com/favicon.ico","https://github.com/eastlondoner/cursor-tools",true,false,false,"OSS;GA;Prompting;Code","",""
"Code",2,"Code related","Prompting",8,"Collections of prompts and generating prompts","GenAIScript","01/04/2025","Automatable GenAI using JavaScript.","https://microsoft.github.io/genaiscript/images/logo.png","https://microsoft.github.io/genaiscript/",true,false,false,"OSS;GA;Prompting;Code","",""
"Code",2,"Code related","Prompting",8,"Collections of prompts and generating prompts","Github GG","12/03/2025","A powerful tool for analyzing GitHub repositories and providing valuable insights about code quality, dependencies, and more.","https://github.gg/static/images/favicon/apple-touch-icon.png","https://github.gg/",true,false,false,"OSS;GA;Prompting;Code","",""
"Code",2,"Code related","Prompting",8,"Collections of prompts and generating prompts","LLMText","25/04/2025","LLM Text is a service that provides optimized context extraction for various types of web content. Whether you're dealing with GitHub repositories, npm packages, YouTube videos, or any other web page, LLM Text has got you covered!","https://llmtext.com/icon.png","https://llmtext.com/",false,false,false,"GA;Prompting;Code","",""
"Code",2,"Code related","Prompting",8,"Collections of prompts and generating prompts","Latitude","24/03/2025","Level up your prompts Latitude helps you refine your prompts with data to deliver reliable AI products with confidence","https://github.com/latitude-dev/latitude/assets/5465249/4783e122-7150-4bcc-96e0-a3c9c4c1c53b","https://latitude.so/",false,false,false,"GA;Prompting;Code","",""
"Code",2,"Code related","Prompting",8,"Collections of prompts and generating prompts","RepoPrompt","12/03/2025","A macOS native app designed to remove all the friction involved in iterating on your local files with the most powerful language models.","https://repoprompt.com/images/RepoPromptLogo_NoBG.png","https://repoprompt.com/",false,false,false,"GA;Prompting;Code","",""
"Code",2,"Code related","Prompting",8,"Collections of prompts and generating prompts","Repomix","25/04/2025","Repomix (formerly Repopack) is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more","https://avatars.githubusercontent.com/u/5019072?s=48&v=4","https://github.com/yamadashy/repomix",true,false,false,"OSS;GA;Prompting;Code","",""
"Code",2,"Code related","Prompting",8,"Collections of prompts and generating prompts","Uithub","12/03/2025","Easily Ask Your LLM Coding Questions. Just change the 'g' to a 'u'!","https://uithub.com/favicon.ico","https://uithub.com/",false,false,false,"GA;Prompting;Code","",""
"Code",2,"Code related","Spec Driven",9,"Driving the code generation with specifications only","Claude Task Master","25/04/2025","A task management system for AI-driven development with Claude, designed to work seamlessly with Cursor AI.","https://avatars.githubusercontent.com/u/3160046?s=48&v=4","https://github.com/eyaltoledano/claude-task-master",true,false,false,"OSS;GA;Spec Driven;Code","",""
"Code",2,"Code related","Spec Driven",9,"Driving the code generation with specifications only","Cline Task Master","17/04/2025","A CLI that turns your Project's Documentation into an autonomous local task management and project implementation system.","https://avatars.githubusercontent.com/u/200565267","https://github.com/James-Cherished-Inc/AI-task-master",true,false,false,"OSS;GA;Spec Driven;Code","",""
"Code",2,"Code related","Spec Driven",9,"Driving the code generation with specifications only","Crowdbotics","12/03/2025","AI-Supercharged Modernization . Transform legacy applications through an AI-powered, requirements-driven approach — speeding up delivery and reducing risk.","https://crowdbotics.com/wp-content/themes/wpx/assets/images/logo-black.svg","https://crowdbotics.com/",false,false,false,"GA;Spec Driven;Code","",""
"Code",2,"Code related","Spec Driven",9,"Driving the code generation with specifications only","Durable","12/03/2025","From idea to production-ready software; autonomously.  All without touching any code.","https://durable.ai/favicon.ico","https://durable.ai/",false,false,false,"GA;Spec Driven;Code","",""
"Code",2,"Code related","Spec Driven",9,"Driving the code generation with specifications only","Promptbook","14/04/2025","t's a revolution of writing software in plain human language that is understandable and executable by both humans and machines – and it's going to change everything! ","https://avatars.githubusercontent.com/u/148442244?s=128","https://www.ptbk.io/",true,false,false,"OSS;GA;Spec Driven;Code","",""
"Code",2,"Code related","Spec Driven",9,"Driving the code generation with specifications only","Specmatic","12/03/2025","Transform your API Specs into Executable Contracts with #NoCode in Seconds. With Specmatic experience the power of Contract-Driven Development to confidently develop and independently deploy your Microservices and Microfrontends faster.","https://specmatic.io/wp-content/uploads/2022/09/specmatic.png","https://specmatic.io/",true,false,true,"Verified;OSS;GA;Spec Driven;Code","contract-testing;service-virtualisation;backward-compatibility;contract-driven-development;executable-contracts;openAPI;aysncAPI;grpc;graphql","https://www.linkedin.com/company/specmatic/;https://x.com/specmatic"
"Code",2,"Code related","Spec Driven",9,"Driving the code generation with specifications only","Squillo","12/03/2025","Software-as-a-Utility: integrate anything, automate everything.","https://squillo.io/branding/square/SVG/square-green.svg","https://squillo.io/",false,false,true,"Verified;GA;Spec Driven;Code","","https://www.linkedin.com/company/squillo/"
"Code",2,"Code related","Spec Driven",9,"Driving the code generation with specifications only","Tessl","12/03/2025","You make the spec, AI codes & maintains. Tessl’s AI native development platform delivers secure, high-quality, and auto-maintained code — all built to your specs.","https://cdn.prod.website-files.com/67192008f31ee7b52371fe29/6733c87768b5bfe41ab30e63_Favicon.png","https://tessl.io",false,false,false,"GA;Spec Driven;Code","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","CodeYam","12/03/2025","Software simulator that accelerates software teams.","https://codeyam.com/favicon.ico","https://codeyam.com/",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Codecept","17/04/2025","CodeceptJS ‐ supercharged. End 2 End Testing. First AI-powered testing framework 🪄","https://codecept.io/logo.svg","https://codecept.io/ai/",true,false,false,"OSS;GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Diff Blue","17/04/2025","#1 AI Agent for unit testing complex Java code at scale. Diffblue Cover is an enterprise-grade solution for automating the generation and management of unit tests rapidly and reliably in IntelliJ and CI pipelines.","https://www.diffblue.com/favicon/apple-touch-icon.png","https://www.diffblue.com/",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Functionize","17/04/2025","Digital Workers for Test Automation. Real AI Test Automation.. Proven AI Value & Benefit.","https://cdn.prod.website-files.com/5eb9845c1d37d7efad64e226/5f8f6c4c9ca3f646d308c11d_fz-favicon-32-big.png","https://www.functionize.com/",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Gru","12/03/2025","Test Gru delivers enterprise-grade unit test automation services, empowering you to achieve superior test coverage. Harness the expertise of AI engineers to boost your team's testing efficiency while reducing costs and ensuring top-notch quality.","https://media.licdn.com/dms/image/v2/D560BAQET9Q_e4C1sDw/company-logo_200_200/company-logo_200_200/0/1725928982412/gruai_logo?e=1748476800&v=beta&t=OqifWXJn7_wd3RZ_lzw7EHKYsWXAQNTO24k1falJutc","https://gru.ai",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Heal","24/03/2025","Lightning fast QA testing powered by AI Heal's agent writes and maintains tests. Our team refines them. You focus on shipping.  80% coverage in weeks. No flakes. No maintenance.","https://www.heal.dev/heal-logo.png","https://www.heal.dev/",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","HyperTest","27/03/2025","AI Test Engineer for Modern Backends.","https://static.wixstatic.com/media/eec67e_204a92aaa67441bbb1ce11ed2df88c28%7Emv2.png/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/eec67e_204a92aaa67441bbb1ce11ed2df88c28%7Emv2.png","https://www.hypertest.co",false,false,true,"Verified;GA;Testing;Quality Assurance","","https://www.linkedin.com/company/hyper-test;https://x.com/hypertest_inc;https://www.instagram.com/hypertest_official/"
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Kusho","17/04/2025","Still writing tests in 2025? KushoAI transforms your inputs into a comprehensive ready-to-run test suite. Test both web interfaces and backend APIs in minutes with our AI Agents.","https://framerusercontent.com/images/Tph6W7fPu1IhgPOPCgwsiD6f2LE.png","https://kusho.ai/",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Mabl","12/03/2025","Low-code test automation with AI healing capabilities.","https://www.mabl.com/favicon.ico","https://www.mabl.com/",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Meticulous","24/03/2025","Meticulous monitors your daily interactions with your application as you develop it.","https://cdn.prod.website-files.com/65310f49fd3cda9049c4e065/65365f72329742981f9b95b7_favicon.png","https://www.meticulous.ai/",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Muta Hunter","17/04/2025","Open-Source Language Agnostic LLM-based Mutation Testing. ","https://avatars.githubusercontent.com/u/152569327","https://github.com/codeintegrity-ai/mutahunter",true,false,false,"OSS;GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Octomind","24/03/2025","Find bugs before your customers do. Give us your URL and we automatically discover, generate and run your Playwright end-to-end tests.","https://cdn.prod.website-files.com/647618f73e4f16d380e8eed9/6488aa5d7c6bc8d56efc086e_nav-logo-small.png","https://www.octomind.dev/",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Potpie","12/03/2025","AI Agents for Debugging Testing System Design OnboardingC ode review DocumentationYour Codebase. Build custom agents using simple prompts that are expert on your codebase to perform engineering tasks for you","https://cdn.prod.website-files.com/66f16517ab00018286b71576/671b548019a3652a2a2721be_Frame%201000011044.png","https://potpie.ai",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","QA Tech","24/03/2025","Ship faster with AI agents that create and run your QA tests Scale your end-to-end testing without increasing headcount or maintaining a test suite. ","https://qa.tech/wp-content/uploads/2024/01/logo-q.a-tech@2x.webp","https://qa.tech",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Ranger","24/03/2025","Fast, reliable QA testing Powered by AI, perfected by humans. Ranger writes and maintains QA tests that find real bugs so you can keep moving forward.","https://cdn.prod.website-files.com/677c89cf6771b25de1d39cbf/677c89cf6771b25de1d39cc9_Ranger%20Logo%20(Transparent)%201.svg","https://www.ranger.net/",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","SonarQube AI Code Fix","12/03/2025","Code quality and security with AI remediation.","https://assets-eu-01.kc-usercontent.com/8c150fae-fba4-0115-ef12-b10a8a4e2715/8e59bcad-6e39-41dc-abd9-a0e251e8d63f/Sonar%20%282%29.svg?w=128&h=32&auto=format&fit=clip","https://www.sonarqube.org/",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Spur","12/03/2025","Your AI QA Engineer. Spur lets you test your website with Natural Language.","https://cdn.prod.website-files.com/66c3e4ffe16480b253b3458d/66c4c6e18ad2a54fc53beb44_Favicon.png","https://www.spurtest.com/",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","TestSigma","12/03/2025","AI-driven no-code test automation platform.","https://website-static.testsigma.com/website-next/nextjs/3cb7b4/images/common/testsigma-logo-v3-dark.svg?format=webp&w=256&q=75","https://testsigma.com/",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Testdriver","27/03/2025","52% of developers say testing is their major blocker to release. Quickly unblock your team with TestDriver's Computer-Use AI QA Agents.","https://app.testdriver.ai/images/icon_3@3x.png","https://testdriver.ai",true,false,false,"OSS;GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Testim","12/03/2025","AI-powered test automation tool.","https://www.testim.io/favicon.ico","https://www.testim.io/",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Tusk","06/04/2025","AI-powered tool for generating unit and integration tests. Helps engineering teams increase code coverage and prevent regressions with automated test generation that runs in CI/CD pipelines. Creates happy path and edge case tests with one-click commit to PRs and self-healing capabilities","https://storage.googleapis.com/use-tusk-dev-static/favicon-32x32.png","https://www.usetusk.ai/",false,false,false,"GA;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Testing",12,"Writing and executing tests","Ventrilo","12/03/2025","Imagine a world where every developer has a dedicated test resource.","https://ventrilo.ai/favicon.svg","https://ventrilo.ai/",false,false,false,"Beta;Testing;Quality Assurance","",""
"Quality Assurance",3,"Quality Assurance related","Review",13,"Review and assess generated code","AI Commits","17/04/2025","A CLI that writes your git commit messages for you with AI. Never write a commit message again.","https://avatars.githubusercontent.com/u/63742054","https://github.com/Nutlope/aicommits",true,false,false,"OSS;GA;Review;Quality Assurance","",""
